vendor_key,incumbent_vendor,incumbent_uei,number_of_cyber_it_awards,total_obligated_amount,expiring_value_6_months,expiring_value_12_months,expiring_value_24_months,average_contract_value,recompete_candidate_count,incumbent_concentration_score,incumbent_vulnerability_score,vulnerability_basis,pct_value_expired,pct_value_unknown_expiration,size_standard_shift,size_standard_basis,active_recompete_candidate_count,active_value
2358,VES LLC,J2JHYS7K4LC8,3,3146710.45,0.0,0.0,0.0,1048903.48,3,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 5 readable determinations — per-procurement, directional",0,0.0
2363,"APPLIED MINDS, LLC",HX26N4JJ8EN9,2,3127125.0,0.0,0.0,0.0,1563562.5,2,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2364,"SCIENTIFIC & ENGINEERING SOLUTIONS, INC",KMK9NPXJM543,2,3116708.47,0.0,0.0,0.0,1558354.24,2,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2367,SYSTEMATIC INC,KX2KRN414218,4,3095522.47,0.0,0.0,0.0,773880.62,4,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 10 readable determinations — per-procurement, directional",0,0.0
2374,ENGINEERING SERVICES NETWORK INC,WLNAKGKKWN53,2,3062736.5,0.0,0.0,0.0,1531368.25,2,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 24 readable determinations — per-procurement, directional",0,0.0
2375,"ADEPTUS SOLUTIONS, INC",VVWFL9QPNCZ2,1,3060799.88,3060799.88,3060799.88,3060799.88,3060799.88,1,0.0,100.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 7 readable determinations — per-procurement, directional",1,3060799.88
2376,ITRON INC,JZ7PA8D2BFT3,7,3059730.8,0.0,0.0,0.0,437104.4,7,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 21 readable determinations — per-procurement, directional",0,0.0
2377,MONITOR ASSOCIATES INC,K9WGHYNLJWV5,1,3055958.3,0.0,0.0,0.0,3055958.3,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2380,"CORSHA, INC",MM9YAUMKKJ95,2,3049843.92,1249843.92,1249843.92,1249843.92,1524921.96,2,0.0,100.0,value_weighted_near_term_share,0.0,0.0,,insufficient determinations (<3 per NAICS cell),1,1249843.92
2382,"CANTADA, INC",EK1RWL88YCD7,1,3043245.31,0.0,0.0,0.0,3043245.31,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2383,"ENTERPRISE KNOWLEDGE, LLC",L3LDZKKDEF43,1,3042948.28,0.0,0.0,3042948.28,3042948.28,1,0.0,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",1,3042948.28
2384,KALIWOHI SERVICES CORPORATION,YPE9KRX1LQY9,2,3041756.69,0.0,0.0,0.0,1520878.34,2,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2387,UCERT LLC,S46DDC5FJ9K2,1,3020301.35,3020301.35,3020301.35,3020301.35,3020301.35,1,0.0,100.0,value_weighted_near_term_share,0.0,0.0,,insufficient determinations (<3 per NAICS cell),1,3020301.35
2398,DELTEK INC,X33ZSBRJNNL9,4,2989197.7300000004,0.0,0.0,0.0,747299.43,4,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 10 readable determinations — per-procurement, directional",0,0.0
2399,INTEGRATED SYSTEMS DEVELOPMENT CORP,XWZGLLP986R3,1,2986879.55,0.0,0.0,0.0,2986879.55,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2401,WEBER SOLUTIONS LLC,D1TTKYRXSH45,1,2983380.0,0.0,0.0,0.0,2983380.0,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2408,ALTAMIRA TECHNOLOGIES CORP,GFAHTQUD1AM7,1,2957950.77,0.0,0.0,0.0,2957950.77,1,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
2410,EKASYS INC,FKH3A1KX2MB3,3,2943217.53,0.0,0.0,0.0,981072.51,3,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
2411,"OLAV & CO., INC",ZJATK835L599,7,2934606.0,0.0,0.0,0.0,419229.43,7,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 10 readable determinations — per-procurement, directional",0,0.0
2412,"EDGETHEORY, LLC",QJ6UU54MUN11,3,2931579.84,1026964.46,1026964.46,1026964.46,977193.28,3,0.0,100.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",1,1026964.46
2419,"OPTIMAL SATCOM, INC",XCC8A61DUET8,2,2897904.0,0.0,0.0,0.0,1448952.0,2,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2421,"QUADELTA, INC",FNMPT4H3JG89,2,2884008.91,0.0,0.0,0.0,1442004.46,2,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 5 readable determinations — per-procurement, directional",0,0.0
2424,THE BOEING COMPANY (0674),N7N4W13PCRU5,1,2881973.12,0.0,0.0,0.0,2881973.12,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2438,COGENT SOLUTIONS INC,L4LHN6923621,2,2823690.51,0.0,0.0,0.0,1411845.26,2,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2440,"QUANTUM DYNAMICS, INC",JQK2TZLKVJD2,3,2816147.95,0.0,0.0,730740.0,938715.98,3,0.0,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 6 readable determinations — per-procurement, directional",1,730740.0
2442,APPLIED VISUAL TECHNOLOGY INC,G7DNS35MKMY3,3,2807117.06,0.0,1881355.29,1881355.29,935705.69,3,0.0,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 24 readable determinations — per-procurement, directional",1,1881355.29
2443,IWORKS CORP,ZGHSJN13NVZ5,2,2800817.4,0.0,0.0,0.0,1400408.7,2,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",0,0.0
2445,"TRILLION ERP VENTURETECH, LLC",KGPAFUPYSZM8,1,2787573.79,0.0,0.0,0.0,2787573.79,1,0.0,0.0,value_weighted_near_term_share,0.0,0.0,,insufficient determinations (<3 per NAICS cell),1,2787573.79
2446,"TYTO ATHENE, LLC",FUJBQFTWPPH6,4,2771295.57,0.0,0.0,0.0,692823.89,4,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 145 readable determinations — per-procurement, directional",0,0.0
2461,ALPHA OMEGA GROUP LLC,DZXWD6BZBLJ3,1,2692839.08,0.0,0.0,0.0,2692839.08,1,0.0,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 6 readable determinations — per-procurement, directional",1,2692839.08
2462,NET WORLD TECHNOLOGY CORP,DCPHFNLTHNC8,2,2671680.0,0.0,0.0,0.0,1335840.0,2,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
2470,"DFUSE TECHNOLOGIES, INC",ZS5CMPHGBK85,1,2639136.79,0.0,0.0,0.0,2639136.79,1,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",0,0.0
2471,"WOODWARD, INC",E8DPL4KSPGU5,2,2638502.92,0.0,0.0,0.0,1319251.46,2,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 30 readable determinations — per-procurement, directional",0,0.0
2472,FORTIOR SOLUTIONS LLC,JP2FF7LEU4H1,5,2635410.73,0.0,0.0,0.0,527082.15,5,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 17 readable determinations — per-procurement, directional",0,0.0
2477,BYTEFORZA INC,X8A9AGVPYL78,2,2610835.2800000003,0.0,0.0,0.0,1305417.64,2,0.0,0.0,value_weighted_near_term_share,0.0,0.0,,insufficient determinations (<3 per NAICS cell),1,551384.0
2485,"SMFS, INC",K7JAQLNKAQK3,3,2587129.77,0.0,0.0,0.0,862376.59,3,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2486,ZDAAS LLC,P8NJCZ46CMJ3,4,2579774.4400000004,0.0,0.0,0.0,644943.61,4,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 92 readable determinations — per-procurement, directional",0,0.0
2490,"TOPE TECHNOLOGY, LLC",SSLEDMLDJ154,1,2556519.53,0.0,0.0,0.0,2556519.53,1,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 10 readable determinations — per-procurement, directional",0,0.0
2493,BUSINESS PLUS CORPORATION OF N,VG8LRL4WFKB8,1,2543782.09,0.0,0.0,0.0,2543782.09,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2498,BOLDBRIX LLC,KELNJ7PBX894,1,2521505.27,0.0,0.0,0.0,2521505.27,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2506,"J.R. REINGOLD & ASSOCIATES, INC",NWLHEGXQRJQ1,3,2485433.0,0.0,0.0,0.0,828477.67,3,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
2507,"APTERYX, LLC",VJC3LP92PQN5,3,2472087.5,0.0,0.0,0.0,824029.17,3,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2508,"MOCA SYSTEMS, INC",NL44K66RND13,2,2471949.73,0.0,0.0,0.0,1235974.86,2,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 68 readable determinations — per-procurement, directional",0,0.0
2511,4ES CORPORATION,JMDYKVZCTZE5,3,2449252.3200000003,0.0,0.0,0.0,816417.44,3,0.0,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",1,324443.4
2515,KRJ CONSULTING LLC,K8TMBXD4JDB5,6,2428313.7,0.0,0.0,0.0,404718.95,6,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 12 readable determinations — per-procurement, directional",0,0.0
2527,DEFENSE GROUP LLC,VEM5A4S9KYN5,2,2375809.47,0.0,0.0,0.0,1187904.73,2,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2529,C3 INNOVATIONS INC,NNVXRLLPWPU4,2,2371548.24,0.0,0.0,0.0,1185774.12,2,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
2531,"ADVANCED PROJECT CONSULTING, LLC",JMD2X28WPDA2,2,2354118.55,0.0,0.0,0.0,1177059.27,2,0.0,,no_forward_book,100.0,0.0,True,"latest of 6 NAICS 541611 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 3 total), with 3 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
2537,"CSSI, LLC",MU5BJR4UM2V3,4,2330400.91,0.0,0.0,0.0,582600.23,4,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 20 readable determinations — per-procurement, directional",0,0.0
2541,CLARIVATE ANALYTICS (US) LLC,KCEFDML72122,2,2322944.47,508546.47,508546.47,508546.47,1161472.23,2,0.0,100.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 8 readable determinations — per-procurement, directional",1,508546.47
2542,"L3HARRIS GLOBAL COMMUNICATIONS, INC",LJNAJVPB3MW1,1,2304035.0,0.0,0.0,0.0,2304035.0,1,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
2543,"KNOWLEDGE FACILITATION GROUP, LLC",HL8CK2KYE8R3,2,2303147.78,0.0,0.0,0.0,1151573.89,2,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2546,THOMAS JEFFERSON INSTITUTE FOR THE STUDY OF WORLD POLITICS,T8GTPT43TNH3,1,2292573.86,0.0,0.0,0.0,2292573.86,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2549,"KELYN TECHNOLOGIES, INC",RDMMFSGJSHA6,3,2280546.01,0.0,0.0,0.0,760182.0,3,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 29 readable determinations — per-procurement, directional",0,0.0
2561,KP AMINAD JV LLC,DRJMKDJGH8S1,1,2222970.28,0.0,0.0,0.0,2222970.28,1,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 5 readable determinations — per-procurement, directional",0,0.0
2568,"SOFITC3, LLC",T1VQSK6NJKU9,1,2196888.0,0.0,0.0,2196888.0,2196888.0,1,0.0,0.0,value_weighted_near_term_share,0.0,0.0,,insufficient determinations (<3 per NAICS cell),1,2196888.0
2572,DIGITAL ENTERPRISE SECURITY SOLUTIONS LLC,Z137CJ44PQV5,2,2180000.0,1250000.0,1250000.0,1250000.0,1090000.0,2,0.0,100.0,value_weighted_near_term_share,0.0,0.0,,insufficient determinations (<3 per NAICS cell),1,1250000.0
2578,DECISION LENS INC,NYGLJTMSF3K4,2,2165617.02,0.0,0.0,0.0,1082808.51,2,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2582,CARTER-LAMBERT DIVISIONS LLC,YVW6NE58LJN1,1,2149876.51,0.0,0.0,0.0,2149876.51,1,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 5 readable determinations — per-procurement, directional",0,0.0
2585,PCI PRODUCTIONS LLC,XSBXAUKZD291,2,2137404.64,0.0,0.0,0.0,1068702.32,2,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 6 readable determinations — per-procurement, directional",0,0.0
2587,"GOVERNMENT MARKETING AND PROCUREMENT, LLC",E3W3M92ASRQ5,3,2133217.25,0.0,0.0,0.0,711072.42,3,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 22 readable determinations — per-procurement, directional",0,0.0
2589,"OSC TECHNICAL SOLUTIONS, LLC",HGMTFRPMANP1,1,2124056.08,0.0,0.0,0.0,2124056.08,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2591,BOWHEAD BASE OPERATIONS LLC,EM33E8N73NG8,5,2112264.08,0.0,0.0,0.0,422452.82,5,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 9 readable determinations — per-procurement, directional",0,0.0
2593,SEEDS OF GENIUS CORPORATION,TV8GKAXEDUB3,1,2106431.42,0.0,0.0,0.0,2106431.42,1,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 17 readable determinations — per-procurement, directional",0,0.0
2595,APERIO GLOBAL LLC,EAXMYAR1KRA8,1,2105441.34,0.0,0.0,0.0,2105441.34,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2609,JOHNSON CONTROLS INC,Z2N8C3NL8FW5,1,2038713.0,0.0,0.0,0.0,2038713.0,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2610,VOTA CONSULTING CORPORATION,EHF8EML1N5W7,1,2036108.23,0.0,0.0,0.0,2036108.23,1,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
2617,AVI-SPL LLC,GZS7HPH81GM3,4,2012401.47,0.0,0.0,0.0,503100.37,4,0.0,,no_forward_book,100.0,0.0,True,"latest of 9 NAICS 541512 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 5 total), with 4 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
2625,"NANGWIK SERVICES, LLC",C7JTESN1JUK8,2,1983235.13,0.0,0.0,0.0,991617.56,2,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2629,TRABUS,GUVDFLFNAB87,1,1971816.55,0.0,0.0,0.0,1971816.55,1,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 11 readable determinations — per-procurement, directional",0,0.0
2641,STONS INC,E5GCV3QWQ459,4,1928298.25,0.0,0.0,0.0,482074.56,4,0.0,0.0,value_weighted_near_term_share,0.0,0.0,True,"latest of 11 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 2 total), with 9 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",1,382667.35
2642,"N+1 TECHNOLOGIES, LLC",PKFMLN9M7KE4,2,1926643.89,0.0,0.0,0.0,963321.94,2,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 55 readable determinations — per-procurement, directional",0,0.0
2644,"KLC NETWORK SERVICES, INC",D1NZDCKF69R3,1,1921082.5,0.0,0.0,0.0,1921082.5,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2646,"TERRESTRIS, LLC",RM6LFF8N8KN3,3,1913482.94,0.0,0.0,404360.4,637827.65,3,0.0,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 10 readable determinations — per-procurement, directional",1,404360.4
2666,"POLOLEI SOLUTIONS, LLC",X5N8N687FBM3,1,1867003.52,0.0,0.0,1867003.52,1867003.52,1,0.0,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 14 readable determinations — per-procurement, directional",1,1867003.52
2669,UNICOM SYSTEMS INC,L5NUNNVDLRH5,3,1860163.83,0.0,0.0,0.0,620054.61,3,0.0,,no_forward_book,100.0,0.0,True,"latest of 7 NAICS 541511 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 6 total), with 1 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
2672,"COGAR GROUP, LTD., THE",LWBHJMDUAJ84,5,1855496.17,0.0,0.0,0.0,371099.23,5,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 10 readable determinations — per-procurement, directional",0,0.0
2675,SERICORE LLC,NNC6GDWHCUL3,4,1849354.32,0.0,0.0,0.0,462338.58,4,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 16 readable determinations — per-procurement, directional",0,0.0
2679,"CACI GEOMATICS, INC",EWDVM3V2RX54,1,1839922.94,0.0,0.0,0.0,1839922.94,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2681,QUEVERA LLC,X8ALBX3JL8U4,1,1837629.53,0.0,0.0,0.0,1837629.53,1,0.0,0.0,value_weighted_near_term_share,0.0,0.0,,insufficient determinations (<3 per NAICS cell),1,1837629.53
2683,"CASE, LLC",EEKXCN6NK6U7,1,1832323.86,0.0,0.0,0.0,1832323.86,1,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",0,0.0
2685,THE BOSTON CONSULTING GROUP INC,G2F1JNM6HCL4,2,1830366.0,0.0,0.0,0.0,915183.0,2,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 64 readable determinations — per-procurement, directional",0,0.0
2686,EMESEC INCORPORATED,HUDFYJX5GXC6,5,1827430.04,0.0,0.0,0.0,365486.01,5,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",0,0.0
2695,"HEBBIA, INC",MDY7BEW9DEE5,1,1799829.0,0.0,0.0,0.0,1799829.0,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2705,"MANAGEMENT TECHNOLOGY, INC",ERSBJJCW87L5,3,1768527.81,0.0,0.0,0.0,589509.27,3,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2727,"BLUE CEDAR NETWORKS, INC",LPX7P4LJKRY3,1,1704994.55,0.0,0.0,0.0,1704994.55,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2728,"APPLIED COMPUTER TRAINING & TECHNOLOGY, INC",NXURCEBYV475,3,1700658.15,0.0,0.0,0.0,566886.05,3,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 15 readable determinations — per-procurement, directional",0,0.0
2737,ZENTECH FREDERICKSBURG LLC,JQ58L7AGNJY1,3,1678882.64,0.0,0.0,0.0,559627.55,3,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 13 readable determinations — per-procurement, directional",0,0.0
2738,ANSIBLE GOVERNMENT SOLUTIONS LLC,HJJHWA9KNKG7,3,1668910.59,0.0,0.0,0.0,556303.53,3,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 19 readable determinations — per-procurement, directional",0,0.0
2739,MILLINGTON TELEPHONE CO LLC,CF5RNDZJEM74,1,1664435.4,0.0,0.0,0.0,1664435.4,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2741,POTOMAC HAVEN INC,E54SBHA8BMP8,2,1659904.56,0.0,0.0,445498.56,829952.28,2,0.0,0.0,value_weighted_near_term_share,0.0,0.0,,insufficient determinations (<3 per NAICS cell),1,445498.56
2743,LUCAYAN TECHNOLOGY SOLUTIONS LLC,N8BZNAQJAP43,3,1658023.79,0.0,0.0,0.0,552674.6,3,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 13 readable determinations — per-procurement, directional",0,0.0
2749,JACOBS PROJECT MANAGEMENT CO,KKJ6F7ANRMK3,1,1641597.0,0.0,0.0,0.0,1641597.0,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2750,SECURELOGIX CORPORATION,UJYFKZNASRF9,1,1639084.0,0.0,0.0,0.0,1639084.0,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2753,"INSPIRED SOLUTIONS, INC",NQ9QKJM2Z1E8,4,1627388.5,0.0,0.0,0.0,406847.12,4,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 11 readable determinations — per-procurement, directional",0,0.0
2757,"GUNNISON CONSULTING GROUP, INC",U17XQAKKMPT7,1,1612588.48,0.0,0.0,0.0,1612588.48,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2763,CAE USA MISSION SOLUTIONS INC,EB7FJB3QNJN8,1,1595524.16,0.0,0.0,0.0,1595524.16,1,0.0,,no_forward_book,100.0,0.0,True,"latest of 36 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 9 total), with 27 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
2764,CONTRACTING RESOURCES GROUP INC,L4WNU25B42Y5,1,1595308.8,0.0,0.0,0.0,1595308.8,1,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 19 readable determinations — per-procurement, directional",0,0.0
2772,CAPRICORN JV LLC,CW63ACAWHEX7,1,1577112.29,0.0,0.0,0.0,1577112.29,1,0.0,0.0,value_weighted_near_term_share,0.0,0.0,,insufficient determinations (<3 per NAICS cell),1,1577112.29
2781,JERICHO SYSTEMS CORPORATION,MQTNBCCLFXC3,1,1542625.0,0.0,0.0,0.0,1542625.0,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2787,OSHEAN INC,ESUNLLAWPKD8,2,1526209.64,0.0,0.0,638909.84,763104.82,2,0.0,0.0,value_weighted_near_term_share,0.0,0.0,,insufficient determinations (<3 per NAICS cell),1,638909.84
2790,INTEGRATED SECURITY TECHNOLOGIES INC,SKN4AVY6ZJ53,2,1521643.11,0.0,0.0,0.0,760821.56,2,0.0,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 11 readable determinations — per-procurement, directional",1,777826.64
2792,CENTERPOINT LLC,HSKBZDAKYH87,1,1517917.63,0.0,0.0,0.0,1517917.63,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2793,KENCAST INC,NJXAAKK9C8K5,2,1517178.55,0.0,0.0,0.0,758589.28,2,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",0,0.0
2794,CFOL INTERNATIONAL INC,L9YCEFHF8HK1,2,1516958.52,0.0,0.0,0.0,758479.26,2,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2797,CELLEBRITE INC,MBBKMVW4UQN7,3,1509240.0,0.0,0.0,0.0,503080.0,3,0.0,,no_forward_book,100.0,0.0,True,"latest of 4 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 2 total), with 2 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
2799,NAVIANT LLC,G6S9V93QN117,1,1506454.95,0.0,0.0,1506454.95,1506454.95,1,0.0,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",1,1506454.95
2802,"BAZZE AND COMPANY, INC",FJH6AM5CXNG7,1,1500000.0,0.0,0.0,0.0,1500000.0,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2808,"CHAMPION MEDICAL TECHNOLOGIES, INC",KLV4JGZNZJE8,2,1499455.0,0.0,0.0,0.0,749727.5,2,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
2814,METIS DESIGN CORPORATION,CKDFRHKKRNY3,1,1495302.0,0.0,0.0,0.0,1495302.0,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2815,GUIDEPOINT SECURITY LLC,JDLCCA1DSVX3,2,1494569.66,0.0,0.0,0.0,747284.83,2,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
2822,"CARTRIDGE TECHNOLOGIES, LLC",Z5LLHNEXM9L8,1,1479052.32,0.0,0.0,0.0,1479052.32,1,0.0,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 7 readable determinations — per-procurement, directional",1,1479052.32
2824,"FAIRMOUNT AUTOMATION, INC",P2LKC7KAFFR2,4,1470039.47,0.0,0.0,0.0,367509.87,4,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 26 readable determinations — per-procurement, directional",0,0.0
2832,"FSPS, INC",LC9JYXMM45M6,3,1435710.96,0.0,0.0,0.0,478570.32,3,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
2836,ICM CONVERSIONS INC,VWJALXUYS5A3,3,1428441.71,0.0,0.0,0.0,476147.24,3,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 5 readable determinations — per-procurement, directional",0,0.0
2847,INCIDENT COMMUNICATION SOLUTIONS LLC,LYMECGAJAMQ4,1,1398884.94,0.0,0.0,0.0,1398884.94,1,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 5 readable determinations — per-procurement, directional",0,0.0
2850,LONGEVITY CONSULTING LLC,FZH5JAFWM388,2,1392512.94,0.0,0.0,0.0,696256.47,2,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",0,0.0
2852,"E-VOLVE TECHNOLOGY SYSTEMS, INC",LRZRFSFMJ5B5,2,1379164.94,0.0,0.0,0.0,689582.47,2,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 5 readable determinations — per-procurement, directional",0,0.0
